"","data1","data2","data3","data4","data5","data6","data7","data8","data9","data10","data11","data12","data13","data14","data15"
"1",0.534453988134845,0.60617516491251,0.545253296914282,0.501329972123237,0.6566555867968,0.583226492038426,0.540017958682599,0.653040320079204,0.674254371282166,0.699821776557166,0.503978732698472,0.577790377880564,0.446915482012504,0.410414328987328,0.69779539053203
"2",0.536046820554228,0.610442672830124,0.544694808779348,0.604320407696073,0.64981517885666,0.572504790237014,0.569971784873667,0.661283620953016,0.716689888726907,0.686738212377975,0.48751593455994,0.55101915558548,0.46198029815573,0.419253073081064,0.714958338259012
"3",0.517623724440025,0.587352934581102,0.522228489808393,0.547709880094899,0.665436568355586,0.577047805718672,0.580573744785794,0.632533030741911,0.697105566178125,0.693582327223868,0.496520794423448,0.555176674053109,0.476278645655394,0.414478479116401,0.713689827743419
"4",0.522430289929317,0.609760896092601,0.534347455836116,0.53475956040797,0.665192785954488,0.55764790015328,0.611717269040954,0.639967855466047,0.685093086681552,0.676822907949805,0.501164022722896,0.550563712676432,0.447252551107694,0.33892463003066,0.686916773196622
"5",0.514162605884679,0.594454319833293,0.52408990893497,0.5705512888713,0.687929337451876,0.567359368037155,0.583058761678094,0.656108050120552,0.690079983411094,0.673993518128345,0.506023400487709,0.541433411496389,0.453584499198424,0.342204548057361,0.710087988402109
"6",0.532046595418874,0.598237098277395,0.513490990394874,0.581375325783717,0.644621958235392,0.566011805659455,0.551523756639279,0.662963289632231,0.673241277040681,0.678641690264993,0.490549724238815,0.552816848370817,0.42280665070321,0.370012003375828,0.708059498667483
"7",0.512002062887358,0.591945605191854,0.511278422859405,0.639487382228271,0.617129554190436,0.567550818995925,0.562533651595055,0.634007490446477,0.69884456236914,0.677253241831845,0.477559682626318,0.560291223414783,0.447598364363225,0.443218356779627,0.694521277267403
"8",0.497864541409174,0.579111478393999,0.52211318007373,0.543676909715339,0.626073951754311,0.556479672280476,0.576516177855611,0.630164689781113,0.696187991169044,0.681064243022512,0.501308887228147,0.547464963358407,0.416163748495071,0.353192222461774,0.6762883854709
"9",0.525113930357906,0.632026282681934,0.505260698313299,0.574864597817509,0.680551343833625,0.554624830113061,0.604133667852969,0.653128023306181,0.708728401783342,0.690732512836695,0.515262814451612,0.543922979606067,0.416459500513564,0.338860184038732,0.681251045750003
"10",0.503275931283288,0.635149928268586,0.534178159440997,0.530764941631179,0.646037917286034,0.536367922465521,0.553340047379523,0.616314414056605,0.681832695548129,0.687618091577215,0.493651650987874,0.550939910677257,0.465759023417852,0.358810002342213,0.685739120936909
"11",0.514708053436517,0.586470511034914,0.503763317597509,0.541024639854482,0.609611364112749,0.537655706755465,0.551556876030116,0.639070961623864,0.695765474451249,0.67274003502153,0.480198954371029,0.565137783223948,0.4594797082413,0.382910295266498,0.68589632782536
"12",0.513487455701476,0.595069255913319,0.512037424601305,0.574794772624268,0.65506624690682,0.54426252749938,0.647060857131588,0.618528332765308,0.68620342077601,0.665826493312418,0.51548563518248,0.508894552300861,0.423279345766322,0.395269397322443,0.710120653321517
"13",0.502298740958204,0.59560595798818,0.532286052252551,0.549889671440924,0.639106936060057,0.544672485457618,0.558209545551887,0.640990803263188,0.676247384986316,0.665161518319532,0.453203392577715,0.556782811180623,0.472611380734383,0.389720505276595,0.690564736118376
"14",0.527971358364516,0.584355748876405,0.515241956632448,0.520218013704186,0.684487573908302,0.556844659805657,0.566269806596995,0.628908944952912,0.678030106172043,0.674911290417476,0.490825970340536,0.551018502190658,0.41428453344148,0.444088710802118,0.692209725931896
"15",0.49798971241245,0.606854856207334,0.522432022572497,0.521312163785085,0.631848588003444,0.561567218687178,0.588278408950393,0.62007404047937,0.704550406931511,0.687560580574166,0.480311182049297,0.531248374545029,0.446314516915679,0.393067689730684,0.634478522076205
